Kod;Nazwa;Ważniejsze przyczyny wypadków;Rok;Wartosc;Jednostka miary;Atrybut
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;425;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;430;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;358;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;285;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;258;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;287;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;301;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;358;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;392;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;384;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;368;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;338;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;316;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;194;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;198;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;218;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;203;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2014;627;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2015;675;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2016;789;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2017;707;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2018;765;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2019;708;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2020;454;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2021;471;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2022;519;szt.; 
1200000;MAŁOPOLSKIE;wina kierujących pojazdami - pozostałe;2023;523;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2014;398;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2015;365;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2016;322;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2017;333;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2018;274;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2019;209;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2020;132;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2021;162;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2022;126;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - ogółem;2023;130;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;262;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;235;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;190;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;201;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;160;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;132;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;72;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;110;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;77;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;85;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2014;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2015;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2016;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2017;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2018;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2019;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2020;-;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2021;52;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2022;49;szt.; 
1200000;MAŁOPOLSKIE;wina pieszych - pozostałe;2023;45;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2014;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2015;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2016;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2017;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2018;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2019;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2020;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2021;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2022;-;szt.; 
1200000;MAŁOPOLSKIE;wina pasażerów;2023;8;szt.; 
1200000;MAŁOPOLSKIE;współwina;2014;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2015;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2016;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2017;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2018;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2019;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2020;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2021;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2022;-;szt.; 
1200000;MAŁOPOLSKIE;współwina;2023;26;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2014;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2015;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2016;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2017;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2018;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2019;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2020;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2021;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2022;-;szt.; 
1200000;MAŁOPOLSKIE;pozostałe przyczyny;2023;62;szt.; 
1400000;MAZOWIECKIE;ogółem;2014;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2015;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2016;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2017;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2018;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2019;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2020;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2021;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2022;-;szt.; 
1400000;MAZOWIECKIE;ogółem;2023;2797;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2014;3670;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2015;3427;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2016;3552;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2017;3562;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2018;3609;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2019;3386;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2020;2695;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2021;2828;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2022;2664;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - ogółem;2023;2595;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;970;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;904;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;885;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;898;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;846;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;841;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;705;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;717;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;613;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;608;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;916;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;878;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;908;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;953;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;1071;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;1023;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;819;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;765;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;607;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;634;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;213;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;189;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;190;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;180;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;174;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;173;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;162;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;134;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2022;168;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2023;155;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2014;598;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2015;594;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2016;600;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2017;573;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2018;510;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2019;468;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2020;361;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2021;345;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2022;394;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - nieprawidłowe zachowanie wobec pieszych;2023;416;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2014;157;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2015;194;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2016;220;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2017;188;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2018;189;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2019;218;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2020;111;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2021;198;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2022;177;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - niezachowanie bezpiecznej odległości między pojazdami;2023;172;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2014;816;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2015;668;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2016;749;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2017;770;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2018;819;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2019;663;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2020;537;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2021;669;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2022;705;szt.; 
1400000;MAZOWIECKIE;wina kierujących pojazdami - pozostałe;2023;610;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2014;442;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2015;344;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2016;335;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2017;346;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2018;275;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2019;285;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2020;185;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2021;160;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2022;147;szt.; 
1400000;MAZOWIECKIE;wina pieszych - ogółem;2023;128;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2014;271;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2015;203;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2016;189;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2017;203;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2018;161;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2019;156;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2020;102;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2021;86;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2022;83;szt.; 
1400000;MAZOWIECKIE;wina pieszych - nieostrożne wejście na jezdnię;2023;76;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2014;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2015;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2016;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2017;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2018;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2019;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2020;-;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2021;74;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2022;64;szt.; 
1400000;MAZOWIECKIE;wina pieszych - pozostałe;2023;52;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2014;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2015;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2016;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2017;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2018;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2019;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2020;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2021;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2022;-;szt.; 
1400000;MAZOWIECKIE;wina pasażerów;2023;11;szt.; 
1400000;MAZOWIECKIE;współwina;2014;-;szt.; 
1400000;MAZOWIECKIE;współwina;2015;-;szt.; 
1400000;MAZOWIECKIE;współwina;2016;-;szt.; 
1400000;MAZOWIECKIE;współwina;2017;-;szt.; 
1400000;MAZOWIECKIE;współwina;2018;-;szt.; 
1400000;MAZOWIECKIE;współwina;2019;-;szt.; 
1400000;MAZOWIECKIE;współwina;2020;-;szt.; 
1400000;MAZOWIECKIE;współwina;2021;-;szt.; 
1400000;MAZOWIECKIE;współwina;2022;-;szt.; 
1400000;MAZOWIECKIE;współwina;2023;7;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2014;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2015;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2016;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2017;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2018;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2019;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2020;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2021;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2022;-;szt.; 
1400000;MAZOWIECKIE;pozostałe przyczyny;2023;56;szt.; 
1600000;OPOLSKIE;ogółem;2014;-;szt.; 
1600000;OPOLSKIE;ogółem;2015;-;szt.; 
1600000;OPOLSKIE;ogółem;2016;-;szt.; 
1600000;OPOLSKIE;ogółem;2017;-;szt.; 
1600000;OPOLSKIE;ogółem;2018;-;szt.; 
1600000;OPOLSKIE;ogółem;2019;-;szt.; 
1600000;OPOLSKIE;ogółem;2020;-;szt.; 
1600000;OPOLSKIE;ogółem;2021;-;szt.; 
1600000;OPOLSKIE;ogółem;2022;-;szt.; 
1600000;OPOLSKIE;ogółem;2023;464;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2014;607;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2015;582;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2016;659;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2017;603;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2018;629;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2019;543;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2020;451;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2021;504;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2022;413;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - ogółem;2023;436;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2014;117;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2015;119;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2016;145;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2017;135;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2018;133;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2019;113;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2020;89;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2021;112;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2022;92;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - niedostosowanie prędkości do warunków ruchu;2023;90;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2014;170;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2015;163;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2016;155;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2017;154;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2018;169;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2019;145;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2020;117;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2021;150;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2022;87;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprzestrzeganie pierwszeństwa przejazdu;2023;113;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2014;31;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2015;40;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2016;42;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2017;33;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2018;41;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2019;38;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2020;25;szt.; 
1600000;OPOLSKIE;wina kierujących pojazdami - nieprawidłowe wyprzedzanie;2021;30;szt.; 
