Kod;Nazwa;Wypadki drogowe według pojazdu sprawcy;Rok;Wartosc;Jednostka miary;Region_Type
1600000;OPOLSKIE;motorowery;2016;25;szt.;województwo
1600000;OPOLSKIE;motorowery;2017;14;szt.;województwo
1600000;OPOLSKIE;motorowery;2018;17;szt.;województwo
1600000;OPOLSKIE;motorowery;2019;15;szt.;województwo
1600000;OPOLSKIE;motorowery;2020;10;szt.;województwo
1600000;OPOLSKIE;motorowery;2021;15;szt.;województwo
1600000;OPOLSKIE;motorowery;2022;8;szt.;województwo
1600000;OPOLSKIE;motorowery;2023;4;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2002;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2003;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2004;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2005;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2006;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2007;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2008;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2009;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2010;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2011;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2012;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2013;-;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2014;40;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2015;44;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2016;46;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2017;50;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2018;46;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2019;48;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2020;38;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2021;60;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2022;48;szt.;województwo
1600000;OPOLSKIE;samochody ciężarowe;2023;33;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
1600000;OPOLSKIE;hulajnogi elektryczne			;2023;4;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
1600000;OPOLSKIE;urządzenie transportu osobistego;2023;0;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2014;13;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2015;17;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2016;19;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2017;16;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2018;18;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2019;26;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2020;21;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2021;14;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2022;16;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - ogółem;2023;9;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2017;5;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2018;10;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2019;9;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2020;13;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2021;6;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2022;3;szt.;województwo
1600000;OPOLSKIE;inne pojazdy - pojazd nieustalony;2023;5;szt.;województwo
1800000;PODKARPACKIE;ogółem;2002;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2003;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2004;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2005;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2006;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2007;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2008;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2009;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2010;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2011;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2012;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2013;-;szt.;województwo
1800000;PODKARPACKIE;ogółem;2014;1478;szt.;województwo
1800000;PODKARPACKIE;ogółem;2015;1445;szt.;województwo
1800000;PODKARPACKIE;ogółem;2016;1488;szt.;województwo
1800000;PODKARPACKIE;ogółem;2017;1501;szt.;województwo
1800000;PODKARPACKIE;ogółem;2018;1322;szt.;województwo
1800000;PODKARPACKIE;ogółem;2019;1328;szt.;województwo
1800000;PODKARPACKIE;ogółem;2020;1032;szt.;województwo
1800000;PODKARPACKIE;ogółem;2021;1116;szt.;województwo
1800000;PODKARPACKIE;ogółem;2022;952;szt.;województwo
1800000;PODKARPACKIE;ogółem;2023;1078;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2002;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2003;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2004;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2005;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2006;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2007;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2008;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2009;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2010;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2011;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2012;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2013;-;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2014;1134;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2015;1131;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2016;1116;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2017;1139;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2018;947;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2019;1003;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2020;727;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2021;813;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2022;680;szt.;województwo
1800000;PODKARPACKIE;samochody osobowe;2023;789;szt.;województwo
1800000;PODKARPACKIE;motocykle;2002;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2003;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2004;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2005;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2006;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2007;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2008;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2009;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2010;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2011;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2012;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2013;-;szt.;województwo
1800000;PODKARPACKIE;motocykle;2014;48;szt.;województwo
1800000;PODKARPACKIE;motocykle;2015;50;szt.;województwo
1800000;PODKARPACKIE;motocykle;2016;56;szt.;województwo
1800000;PODKARPACKIE;motocykle;2017;42;szt.;województwo
1800000;PODKARPACKIE;motocykle;2018;46;szt.;województwo
1800000;PODKARPACKIE;motocykle;2019;45;szt.;województwo
1800000;PODKARPACKIE;motocykle;2020;41;szt.;województwo
1800000;PODKARPACKIE;motocykle;2021;39;szt.;województwo
1800000;PODKARPACKIE;motocykle;2022;35;szt.;województwo
1800000;PODKARPACKIE;motocykle;2023;41;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2002;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2003;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2004;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2005;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2006;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2007;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2008;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2009;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2010;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2011;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2012;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2013;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2014;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2015;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2016;-;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2017;10;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2018;13;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2019;11;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2020;17;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2021;13;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2022;13;szt.;województwo
1800000;PODKARPACKIE;motocykle o pojemności silnika do 125 cm3;2023;13;szt.;województwo
1800000;PODKARPACKIE;rowery;2002;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2003;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2004;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2005;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2006;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2007;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2008;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2009;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2010;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2011;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2012;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2013;-;szt.;województwo
1800000;PODKARPACKIE;rowery;2014;134;szt.;województwo
1800000;PODKARPACKIE;rowery;2015;112;szt.;województwo
1800000;PODKARPACKIE;rowery;2016;133;szt.;województwo
1800000;PODKARPACKIE;rowery;2017;120;szt.;województwo
1800000;PODKARPACKIE;rowery;2018;107;szt.;województwo
1800000;PODKARPACKIE;rowery;2019;99;szt.;województwo
1800000;PODKARPACKIE;rowery;2020;104;szt.;województwo
1800000;PODKARPACKIE;rowery;2021;75;szt.;województwo
1800000;PODKARPACKIE;rowery;2022;77;szt.;województwo
1800000;PODKARPACKIE;rowery;2023;77;szt.;województwo
1800000;PODKARPACKIE;motorowery;2002;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2003;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2004;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2005;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2006;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2007;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2008;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2009;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2010;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2011;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2012;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2013;-;szt.;województwo
1800000;PODKARPACKIE;motorowery;2014;44;szt.;województwo
1800000;PODKARPACKIE;motorowery;2015;43;szt.;województwo
1800000;PODKARPACKIE;motorowery;2016;36;szt.;województwo
1800000;PODKARPACKIE;motorowery;2017;30;szt.;województwo
1800000;PODKARPACKIE;motorowery;2018;32;szt.;województwo
1800000;PODKARPACKIE;motorowery;2019;37;szt.;województwo
1800000;PODKARPACKIE;motorowery;2020;26;szt.;województwo
1800000;PODKARPACKIE;motorowery;2021;36;szt.;województwo
1800000;PODKARPACKIE;motorowery;2022;27;szt.;województwo
1800000;PODKARPACKIE;motorowery;2023;14;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2002;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2003;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2004;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2005;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2006;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2007;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2008;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2009;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2010;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2011;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2012;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2013;-;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2014;83;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2015;69;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2016;96;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2017;105;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2018;100;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2019;71;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2020;64;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2021;90;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2022;62;szt.;województwo
1800000;PODKARPACKIE;samochody ciężarowe;2023;69;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2002;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2003;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2004;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2005;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2006;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2007;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2008;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2009;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2010;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2011;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2012;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2013;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2014;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2015;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2016;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2017;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2018;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2019;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2020;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2021;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2022;-;szt.;województwo
1800000;PODKARPACKIE;hulajnogi elektryczne			;2023;15;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2002;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2003;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2004;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2005;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2006;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2007;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2008;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2009;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2010;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2011;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2012;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2013;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2014;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2015;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2016;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2017;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2018;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2019;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2020;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2021;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2022;-;szt.;województwo
1800000;PODKARPACKIE;urządzenie transportu osobistego;2023;1;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2002;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2003;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2004;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2005;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2006;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2007;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2008;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2009;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2010;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2011;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2012;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2013;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2014;35;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2015;40;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2016;51;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2017;55;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2018;77;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2019;62;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2020;53;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2021;50;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2022;58;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - ogółem;2023;59;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2002;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2003;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2004;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2005;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2006;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2007;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2008;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2009;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2010;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2011;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2012;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2013;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2014;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2015;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2016;-;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2017;13;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2018;24;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2019;35;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2020;24;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2021;23;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2022;17;szt.;województwo
1800000;PODKARPACKIE;inne pojazdy - pojazd nieustalony;2023;20;szt.;województwo
2000000;PODLASKIE;ogółem;2002;-;szt.;województwo
2000000;PODLASKIE;ogółem;2003;-;szt.;województwo
2000000;PODLASKIE;ogółem;2004;-;szt.;województwo
2000000;PODLASKIE;ogółem;2005;-;szt.;województwo
2000000;PODLASKIE;ogółem;2006;-;szt.;województwo
2000000;PODLASKIE;ogółem;2007;-;szt.;województwo
2000000;PODLASKIE;ogółem;2008;-;szt.;województwo
2000000;PODLASKIE;ogółem;2009;-;szt.;województwo
2000000;PODLASKIE;ogółem;2010;-;szt.;województwo
2000000;PODLASKIE;ogółem;2011;-;szt.;województwo
